date,regime,regime_label,awcmr,real_policy_rate,gross_reserves_usd_m,ncpi_yoy_pct
2020-01-01,1,CRISIS,7.5,3.3,7510.0,4.7
2020-01-02,0,STRESS,7.49,3.3,7510.0,4.7
2020-01-03,1,CRISIS,7.5,3.3,7510.0,4.7
2020-01-04,0,STRESS,7.0,3.3,7510.0,4.7
2020-01-05,1,CRISIS,7.0,3.3,7510.0,4.7
2020-01-06,0,STRESS,7.48,3.3,7510.0,4.7
2020-01-07,1,CRISIS,7.49,3.3,7510.0,4.7
2020-01-08,0,STRESS,7.45,3.3,7510.0,4.7
2020-01-09,1,CRISIS,7.4,3.3,7510.0,4.7
2020-01-10,0,STRESS,7.0,3.3,7510.0,4.7
2020-01-11,1,CRISIS,7.0,3.3,7510.0,4.7
2020-01-12,0,STRESS,7.0,3.3,7510.0,4.7
2020-01-13,1,CRISIS,7.41,3.3,7510.0,4.7
2020-01-14,0,STRESS,7.42,3.3,7510.0,4.7
2020-01-15,1,CRISIS,7.0,3.3,7510.0,4.7
2020-01-16,0,STRESS,7.44,3.3,7510.0,4.7
2020-01-17,1,CRISIS,7.48,3.3,7510.0,4.7
2020-01-18,0,STRESS,7.0,3.3,7510.0,4.7
2020-01-19,1,CRISIS,7.0,3.3,7510.0,4.7
2020-01-20,0,STRESS,7.5,3.3,7510.0,4.7
2020-01-21,1,CRISIS,7.49,3.3,7510.0,4.7
2020-01-22,0,STRESS,7.49,3.3,7510.0,4.7
2020-01-23,1,CRISIS,7.48,3.3,7510.0,4.7
2020-01-24,0,STRESS,7.47,3.3,7510.0,4.7
2020-01-25,1,CRISIS,7.0,3.3,7510.0,4.7
2020-01-26,0,STRESS,7.0,3.3,7510.0,4.7
2020-01-27,1,CRISIS,7.46,3.3,7510.0,4.7
2020-01-28,0,STRESS,7.47,3.3,7510.0,4.7
2020-01-29,1,CRISIS,7.47,3.3,7510.0,4.7
2020-01-30,0,STRESS,6.99,2.8,7510.0,4.7
2020-01-31,1,CRISIS,6.98,2.8,7510.0,4.7
2020-02-01,0,STRESS,6.95,2.0,7288.0,5.5
2020-02-02,1,CRISIS,6.95,2.0,7288.0,5.5
2020-02-03,0,STRESS,6.96,2.0,7288.0,5.5
2020-02-04,1,CRISIS,6.95,2.0,7288.0,5.5
2020-02-05,0,STRESS,6.97,2.0,7288.0,5.5
2020-02-06,1,CRISIS,6.97,2.0,7288.0,5.5
2020-02-07,0,STRESS,7.0,2.0,7288.0,5.5
2020-02-08,1,CRISIS,6.95,2.0,7288.0,5.5
2020-02-09,0,STRESS,6.95,2.0,7288.0,5.5
2020-02-10,1,CRISIS,6.99,2.0,7288.0,5.5
2020-02-11,0,STRESS,6.97,2.0,7288.0,5.5
2020-02-12,1,CRISIS,6.95,2.0,7288.0,5.5
2020-02-13,0,STRESS,6.96,2.0,7288.0,5.5
2020-02-14,1,CRISIS,6.96,2.0,7288.0,5.5
2020-02-15,0,STRESS,6.95,2.0,7288.0,5.5
2020-02-16,1,CRISIS,6.95,2.0,7288.0,5.5
2020-02-17,0,STRESS,6.99,2.0,7288.0,5.5
2020-02-18,1,CRISIS,6.97,2.0,7288.0,5.5
2020-02-19,0,STRESS,6.99,2.0,7288.0,5.5
2020-02-20,1,CRISIS,6.99,2.0,7288.0,5.5
2020-02-21,0,STRESS,6.95,2.0,7288.0,5.5
2020-02-22,1,CRISIS,6.95,2.0,7288.0,5.5
2020-02-23,0,STRESS,6.95,2.0,7288.0,5.5
2020-02-24,1,CRISIS,7.0,2.0,7288.0,5.5
2020-02-25,0,STRESS,6.99,2.0,7288.0,5.5
2020-02-26,1,CRISIS,6.98,2.0,7288.0,5.5
2020-02-27,0,STRESS,6.95,2.0,7288.0,5.5
2020-02-28,1,CRISIS,6.95,2.0,7288.0,5.5
2020-02-29,0,STRESS,6.95,2.0,7288.0,5.5
2020-03-01,1,CRISIS,6.75,1.5999999999999996,7232.0,5.9
2020-03-02,0,STRESS,6.94,1.5999999999999996,7232.0,5.9
2020-03-03,1,CRISIS,6.95,1.5999999999999996,7232.0,5.9
2020-03-04,0,STRESS,6.95,1.5999999999999996,7232.0,5.9
2020-03-05,1,CRISIS,6.97,1.5999999999999996,7232.0,5.9
2020-03-06,0,STRESS,6.99,1.5999999999999996,7232.0,5.9
2020-03-07,1,CRISIS,6.75,1.5999999999999996,7232.0,5.9
2020-03-08,0,STRESS,6.75,1.5999999999999996,7232.0,5.9
2020-03-09,1,CRISIS,6.75,1.5999999999999996,7232.0,5.9
2020-03-10,0,STRESS,7.0,1.5999999999999996,7232.0,5.9
2020-03-11,1,CRISIS,7.0,1.5999999999999996,7232.0,5.9
2020-03-12,0,STRESS,6.99,1.5999999999999996,7232.0,5.9
2020-03-13,1,CRISIS,6.99,1.5999999999999996,7232.0,5.9
2020-03-14,0,STRESS,6.75,1.5999999999999996,7232.0,5.9
2020-03-15,1,CRISIS,6.75,1.5999999999999996,7232.0,5.9
2020-03-16,0,STRESS,6.75,1.3499999999999996,7232.0,5.9
2020-03-17,1,CRISIS,6.74,1.3499999999999996,7232.0,5.9
2020-03-18,0,STRESS,6.7,1.3499999999999996,7232.0,5.9
2020-03-19,1,CRISIS,6.71,1.3499999999999996,7232.0,5.9
2020-03-20,0,STRESS,6.73,1.3499999999999996,7232.0,5.9
2020-03-21,1,CRISIS,6.75,1.3499999999999996,7232.0,5.9
2020-03-22,0,STRESS,6.75,1.3499999999999996,7232.0,5.9
2020-03-23,1,CRISIS,6.75,1.3499999999999996,7232.0,5.9
2020-03-24,0,STRESS,6.75,1.3499999999999996,7232.0,5.9
2020-03-25,1,CRISIS,6.75,1.3499999999999996,7232.0,5.9
2020-03-26,0,STRESS,6.75,1.3499999999999996,7232.0,5.9
2020-03-27,1,CRISIS,6.76,1.3499999999999996,7232.0,5.9
2020-03-28,0,STRESS,6.75,1.3499999999999996,7232.0,5.9
2020-03-29,1,CRISIS,6.75,1.3499999999999996,7232.0,5.9
2020-03-30,0,STRESS,6.75,1.3499999999999996,7232.0,5.9
2020-03-31,1,CRISIS,6.75,1.3499999999999996,7232.0,5.9
2020-04-01,0,STRESS,6.78,2.05,7085.0,5.2
2020-04-02,1,CRISIS,6.76,2.05,7085.0,5.2
2020-04-03,0,STRESS,6.75,1.7999999999999998,7085.0,5.2
2020-04-04,1,CRISIS,6.425000000000001,1.7999999999999998,7085.0,5.2
2020-04-05,0,STRESS,6.425000000000001,1.7999999999999998,7085.0,5.2
2020-04-06,1,CRISIS,6.5,1.7999999999999998,7085.0,5.2
2020-04-07,0,STRESS,6.425000000000001,1.7999999999999998,7085.0,5.2
2020-04-08,1,CRISIS,6.5,1.7999999999999998,7085.0,5.2
2020-04-09,0,STRESS,6.5,1.2999999999999998,7085.0,5.2
2020-04-10,1,CRISIS,6.425000000000001,1.2999999999999998,7085.0,5.2
2020-04-11,0,STRESS,6.425000000000001,1.2999999999999998,7085.0,5.2
2020-04-12,1,CRISIS,6.425000000000001,1.2999999999999998,7085.0,5.2
2020-04-13,0,STRESS,6.425000000000001,1.2999999999999998,7085.0,5.2
2020-04-14,1,CRISIS,6.425000000000001,1.2999999999999998,7085.0,5.2
2020-04-15,0,STRESS,6.51,1.2999999999999998,7085.0,5.2
2020-04-16,1,CRISIS,6.5,1.2999999999999998,7085.0,5.2
2020-04-17,0,STRESS,6.48,1.2999999999999998,7085.0,5.2
2020-04-18,1,CRISIS,6.425000000000001,1.2999999999999998,7085.0,5.2
2020-04-19,0,STRESS,6.425000000000001,1.2999999999999998,7085.0,5.2
2020-04-20,1,CRISIS,6.46,1.2999999999999998,7085.0,5.2
2020-04-21,0,STRESS,6.45,1.2999999999999998,7085.0,5.2
2020-04-22,1,CRISIS,6.43,1.2999999999999998,7085.0,5.2
2020-04-23,0,STRESS,6.41,1.2999999999999998,7085.0,5.2
2020-04-24,1,CRISIS,6.42,1.2999999999999998,7085.0,5.2
2020-04-25,0,STRESS,6.425000000000001,1.2999999999999998,7085.0,5.2
2020-04-26,1,CRISIS,6.425000000000001,1.2999999999999998,7085.0,5.2
2020-04-27,0,STRESS,6.42,1.2999999999999998,7085.0,5.2
2020-04-28,1,CRISIS,6.41,1.2999999999999998,7085.0,5.2
2020-04-29,0,STRESS,6.41,1.2999999999999998,7085.0,5.2
2020-04-30,1,CRISIS,6.4,1.2999999999999998,7085.0,5.2
2020-05-01,0,STRESS,5.824999999999999,2.5,6905.0,4.0
2020-05-02,1,CRISIS,5.824999999999999,2.5,6905.0,4.0
2020-05-03,0,STRESS,5.824999999999999,2.5,6905.0,4.0
2020-05-04,1,CRISIS,6.41,2.5,6905.0,4.0
2020-05-05,0,STRESS,6.41,2.5,6905.0,4.0
2020-05-06,1,CRISIS,6.41,2.5,6905.0,4.0
2020-05-07,0,STRESS,5.824999999999999,2.5,6905.0,4.0
2020-05-08,1,CRISIS,5.824999999999999,2.5,6905.0,4.0
2020-05-09,0,STRESS,5.824999999999999,2.5,6905.0,4.0
2020-05-10,1,CRISIS,5.824999999999999,2.5,6905.0,4.0
2020-05-11,0,STRESS,5.95,2.5,6905.0,4.0
2020-05-12,1,CRISIS,5.94,2.5,6905.0,4.0
2020-05-13,0,STRESS,5.92,2.5,6905.0,4.0
2020-05-14,1,CRISIS,5.91,2.5,6905.0,4.0
2020-05-15,0,STRESS,5.91,2.5,6905.0,4.0
2020-05-16,1,CRISIS,5.824999999999999,2.5,6905.0,4.0
2020-05-17,0,STRESS,5.824999999999999,2.5,6905.0,4.0
2020-05-18,1,CRISIS,5.91,2.5,6905.0,4.0
2020-05-19,0,STRESS,5.9,2.5,6905.0,4.0
2020-05-20,1,CRISIS,5.9,2.5,6905.0,4.0
2020-05-21,0,STRESS,5.91,2.5,6905.0,4.0
2020-05-22,1,CRISIS,5.89,2.5,6905.0,4.0
2020-05-23,0,STRESS,5.824999999999999,2.5,6905.0,4.0
2020-05-24,1,CRISIS,5.824999999999999,2.5,6905.0,4.0
2020-05-25,0,STRESS,5.824999999999999,2.5,6905.0,4.0
2020-05-26,1,CRISIS,5.89,2.5,6905.0,4.0
2020-05-27,0,STRESS,5.87,2.5,6905.0,4.0
2020-05-28,1,CRISIS,5.88,2.5,6905.0,4.0
2020-05-29,0,STRESS,5.84,2.5,6905.0,4.0
2020-05-30,1,CRISIS,5.824999999999999,2.5,6905.0,4.0
2020-05-31,0,STRESS,5.824999999999999,2.5,6905.0,4.0
2020-06-01,1,CRISIS,5.86,2.1,6667.0,4.4
2020-06-02,0,STRESS,5.84,2.1,6667.0,4.4
2020-06-03,1,CRISIS,5.84,2.1,6667.0,4.4
2020-06-04,0,STRESS,5.85,2.1,6667.0,4.4
2020-06-05,1,CRISIS,5.55,2.1,6667.0,4.4
2020-06-06,0,STRESS,5.55,2.1,6667.0,4.4
2020-06-07,1,CRISIS,5.55,2.1,6667.0,4.4
2020-06-08,0,STRESS,5.82,2.1,6667.0,4.4
2020-06-09,1,CRISIS,5.81,2.1,6667.0,4.4
2020-06-10,0,STRESS,5.8,2.1,6667.0,4.4
2020-06-11,1,CRISIS,5.75,2.1,6667.0,4.4
2020-06-12,0,STRESS,5.79,2.1,6667.0,4.4
2020-06-13,1,CRISIS,5.55,2.1,6667.0,4.4
2020-06-14,0,STRESS,5.55,2.1,6667.0,4.4
2020-06-15,1,CRISIS,5.78,2.1,6667.0,4.4
2020-06-16,0,STRESS,5.78,2.1,6667.0,4.4
2020-06-17,1,CRISIS,5.75,2.1,6667.0,4.4
2020-06-18,0,STRESS,5.7,2.1,6667.0,4.4
2020-06-19,1,CRISIS,5.65,2.1,6667.0,4.4
2020-06-20,0,STRESS,5.55,2.1,6667.0,4.4
2020-06-21,1,CRISIS,5.55,2.1,6667.0,4.4
2020-06-22,0,STRESS,5.65,2.1,6667.0,4.4
2020-06-23,1,CRISIS,5.6,2.1,6667.0,4.4
2020-06-24,0,STRESS,5.51,2.1,6667.0,4.4
2020-06-25,1,CRISIS,5.52,2.1,6667.0,4.4
2020-06-26,0,STRESS,5.52,2.1,6667.0,4.4
2020-06-27,1,CRISIS,5.55,2.1,6667.0,4.4
2020-06-28,0,STRESS,5.55,2.1,6667.0,4.4
2020-06-29,1,CRISIS,5.51,2.1,6667.0,4.4
2020-06-30,0,STRESS,5.52,2.1,6667.0,4.4
2020-07-01,1,CRISIS,5.52,1.5,6670.0,5.0
2020-07-02,0,STRESS,5.52,1.5,6670.0,5.0
2020-07-03,1,CRISIS,5.52,1.5,6670.0,5.0
2020-07-04,0,STRESS,4.54,1.5,6670.0,5.0
2020-07-05,1,CRISIS,4.54,1.5,6670.0,5.0
2020-07-06,0,STRESS,5.51,1.5,6670.0,5.0
2020-07-07,1,CRISIS,5.51,1.5,6670.0,5.0
2020-07-08,0,STRESS,5.51,0.5,6670.0,5.0
2020-07-09,1,CRISIS,4.52,0.5,6670.0,5.0
2020-07-10,0,STRESS,4.53,0.5,6670.0,5.0
2020-07-11,1,CRISIS,4.54,0.5,6670.0,5.0
2020-07-12,0,STRESS,4.54,0.5,6670.0,5.0
2020-07-13,1,CRISIS,4.53,0.5,6670.0,5.0
2020-07-14,0,STRESS,4.54,0.5,6670.0,5.0
2020-07-15,1,CRISIS,4.53,0.5,6670.0,5.0
2020-07-16,0,STRESS,4.53,0.5,6670.0,5.0
2020-07-17,1,CRISIS,4.52,0.5,6670.0,5.0
