date,d_gross_reserves_usd_m,d_exports_usd_m,d_imports_usd_m,d_remittances_usd_m,d_usd_lkr,ect_lag1,split,regime_init_high_vol,regime_threshold
2022-03-01,-394.250466948733,-35.10579347027533,-54.03697414884118,113.47535179129554,97.94,-6166.687198622557,validation,1,622.3001610473664
2022-04-01,-105.0,-87.32599843854211,-119.9503322524597,-69.45725555816367,42.85000000000002,-3169.176617597145,validation,1,622.3001610473664
2022-05-01,75.0,77.39471388498293,-247.4978333264155,55.195945235929315,18.909999999999968,-454.9089829465635,validation,1,622.3001610473664
2022-06-01,-33.0,0.0,0.0,-29.837289852397987,-0.8799999999999955,-1382.1746970693798,validation,0,622.3001610473664
2022-07-01,-37.0,0.0,0.0,5.171604456301964,0.9200000000000159,-1357.5452799704576,validation,0,622.3001610473664
2022-08-01,-100.0,177.0698557661965,34.40608972959103,45.88403375813198,0.3499999999999659,-1379.0843945996921,validation,0,622.3001610473664
2022-09-01,62.0,-145.5407161359069,-201.50709748515396,33.97223965917743,1.75,-4267.735358206479,validation,0,622.3001610473664
2022-10-01,-74.0,0.0,51.301887054652525,-3.9746196856156075,0.4000000000000341,-2254.6456297760406,validation,0,622.3001610473664
2022-11-01,101.0,-84.49922190283405,108.89912454178466,29.050944544850097,-0.11000000000001364,-2244.5824682087,validation,0,622.3001610473664
2022-12-01,92.0,72.26216657016016,-19.00079608985675,91.20487775169323,-0.07999999999998408,-814.4561214745422,validation,0,622.3001610473664
2023-01-01,223.0,-89.42362890118363,-2.1938900642571753,-38.12197396169563,-0.9700000000000273,-2116.921329736992,test,0,622.3001610473664
2023-02-01,98.0,3.791073652350633,-402.32585057469623,-30.077379784269624,-0.5099999999999909,-450.8789894568776,test,0,622.3001610473664
2023-03-01,475.0,55.494313925562096,428.49878831957767,160.90196265784834,-39.74000000000001,-804.7678462786507,test,0,622.3001610473664
2023-04-01,67.0,-188.8439182964894,-18.34559345118987,-114.32437107037003,-0.2400000000000091,-2469.1581443660234,test,0,622.3001610473664
2023-05-01,730.0,170.8775975288073,35.067851834108296,25.7179070776549,-26.129999999999995,787.7738421553665,test,0,622.3001610473664
2023-06-01,233.0,-14.145120828413383,-97.17831389896128,-3.9987586879615264,13.310000000000002,-1994.8774390672415,test,0,622.3001610473664
2023-07-01,41.0,15.093683928047767,18.469935058828014,65.25690621109334,20.53000000000003,-1204.8792370547626,test,0,622.3001610473664
2023-08-01,-165.0,98.20820490369249,38.46541438497775,-41.80213660598554,-6.699999999999989,-882.3394155003992,test,0,622.3001610473664
2023-09-01,-60.0,-146.7357077873213,-76.73975211567858,-16.795366303222863,1.7899999999999636,-2604.5755120978993,test,0,622.3001610473664
2023-10-01,29.0,-43.94988179245274,261.20390773373924,35.01930061091514,2.930000000000007,-402.1267149278707,test,0,622.3001610473664
2023-11-01,2.0,71.01318986595356,-221.78064447984343,19.93648170131985,1.660000000000025,595.50842985233,test,0,622.3001610473664
2023-12-01,821.0,2.7877009715767826,99.87087215621,32.41266815239487,-5.1200000000000045,-746.9517287528478,test,0,622.3001610473664
2024-01-01,104.0,-31.03639054347002,23.211773521131136,-82.16680952831854,-6.509999999999991,-117.33093262638924,test,0,622.3001610473664
2024-02-01,24.0,88.59460249819892,-133.36819005985217,-11.416380510676788,-7.260000000000048,511.0444362351739,test,0,622.3001610473664
2024-03-01,440.0,89.16264556273632,129.28002075945778,96.22899395864363,-8.96999999999997,-1180.6305669595902,test,0,622.3001610473664
2024-04-01,511.0,-270.9024686030257,-72.453622886532,-28.547239334265782,-4.319999999999993,-2531.6191043420295,test,0,622.3001610473664
2024-05-01,-61.0,133.6759544905923,-30.650451205127865,0.5781227818822572,5.029999999999973,1976.230805401106,test,0,622.3001610473664
2024-06-01,244.0,65.7696134681081,42.02559989065935,-24.80402170479431,3.819999999999993,1.7383949153938945,test,0,622.3001610473664
2024-07-01,-2.0,53.255251227957615,287.50037060544446,47.22146853339905,-3.339999999999975,-512.1770945487734,test,0,622.3001610473664
2024-08-01,307.0,101.40254460895676,-80.09415991726883,10.62698201706155,-2.0400000000000205,-1244.361540508121,test,0,622.3001610473664
2024-09-01,35.0,-219.94480680060212,-8.287447569044389,-21.90401906195609,-0.9699999999999704,-2678.329418331355,test,0,622.3001610473664
2024-10-01,478.0,146.26104416443457,56.63924637759624,32.14504159035846,-5.639999999999986,740.4878230442481,test,0,622.3001610473664
2024-11-01,-21.0,-163.85088807961108,-206.07931659757082,-57.635287558153436,-2.8000000000000114,-1232.2410513492594,test,0,622.3001610473664
2024-12-01,-329.0,107.61953186799258,428.1768625692523,83.76028803851761,1.6599999999999682,1088.0869260051873,test,0,622.3001610473664
2025-01-01,-57.0,-48.97659893482228,-138.95116363179818,-40.807990781960484,5.0,-580.1238641170445,test,0,622.3001610473664
2025-02-01,21.0,0.14110258546793375,-321.32245020972414,-24.901301503410536,-2.079999999999984,235.56870265327265,test,0,622.3001610473664
2025-03-01,445.0,188.75937111726375,173.1036503020614,145.19652617540612,0.8500000000000227,-113.12269263551964,test,0,622.3001610473664
